"","1","2","3","4","5","6","7","8","9","10","11","12"
"17493037",1.96339448084524,2.04907879624466,2.12018288204594,2.2886908217193,2.36969851741548,2.44021074743452,2.10903901959845,2.24580833915173,1.96279052612769,2.46518421157889,2.12018288204594,1.98835233048845
"17432514",2.88836838676171,3.35717274379396,3.40356942792759,2.60805273971551,3.592795539882,3.32217542033232,3.04909185559767,2.84376677620399,2.88661808574307,3.17244056742787,3.09026665851003,3.17530502455475
"17219670",2.14089801155677,1.95674644301679,2.34865259554794,3.06515722374612,2.51209424713802,2.0971922472678,2.02522115942499,2.26504400802377,1.95674644301679,2.45989083557918,2.65232017048605,1.91762872568981
"17330168",2.51027182043548,1.25631832454126,1.17316855436158,1.33488618777764,2.0348864437387,2.19422143628133,1.46090738623747,1.96207787378014,1.86609229674178,1.47803311885166,2.07852096471709,1.66708408233128
"17538477",2.09278727123916,2.07775850804838,1.95427599407917,2.15127755200667,2.72056728364653,3.12980814730528,2.27804643668482,2.00053253780175,2.27757588569617,1.81637600341628,2.01681495296537,2.99670503765267
"17380749",5.22649285092232,5.02803294330017,5.10680491421393,4.90673451575256,4.87327906491326,5.30023542176246,5.25641827063671,4.55816584098834,5.26879021382442,4.99367078851161,5.14699782512098,5.03374504158805
"17455986",6.90088190539293,7.2391909714799,7.10243693660795,7.18669200833373,7.17445037702381,7.51542025830368,7.04721359081671,6.85218928649031,6.97851252397188,6.97914095127096,6.73495190806174,6.71386302517928
"17225627",4.3653395916213,4.707615058404,4.55258749933099,4.34138242564917,4.80153922951565,4.52058775910413,4.3737967591989,4.5327306426238,4.93807801457355,4.6023953595797,4.94926929047523,4.76669781617086
"17340631",6.10546351790795,6.11758710872244,5.93181584842193,5.82269273191087,6.068856953819,6.04142729206,6.16071127465292,5.82034039168646,6.04865712491915,6.12444255794401,6.38732707228236,5.22932341896817
"17395124",5.58870912118089,5.52859560922814,5.38548310623659,5.72386133586325,5.25721355014834,5.52859020033659,5.26724798093403,5.40229977747594,5.23017124113177,5.39843793158904,5.80794394762586,5.50031966087302
"17277919",4.56048289822408,4.80159908073033,4.84851726594633,5.04073430800806,4.46184321824228,4.93710097433616,4.80863032389343,4.80863032389343,4.68025068555967,4.30101808179865,4.91605138408989,4.87047258678283
"17492897",3.89559410886559,3.99004107501313,3.72441821497029,4.38486106689324,3.67220889058033,3.94473016007236,3.72584837040958,3.61603066447033,3.97686924101414,4.18267726050072,4.295334787404,3.98445535712135
"17506270",4.53401600232622,4.76864752167647,4.86967199260812,4.32848246564273,4.50382316845576,4.46089578534855,4.99465948628189,4.39639400886614,5.02507446384277,4.82828958691909,4.37925482593071,4.64203964054459
"17350760",4.09288417878154,4.26199782466353,3.99705515658318,4.45302394633644,3.76382222719699,4.53676469951808,4.24270348373302,4.27273850886446,4.20504633953854,4.27244273388487,3.88418753528429,4.32092656526294
"17514754",4.82280965011276,5.3714430133373,5.61743355556773,5.42422544174498,4.79805527402701,5.71860659702125,5.19185807427564,5.61867219385681,5.28373701922752,5.32531031480457,5.45547398243641,5.58556649510706
"17348145",4.34333905883398,4.20893874652587,4.0343321187361,4.29632735669608,4.32317662928396,4.2821558679626,4.18058752086402,3.91766923586525,4.05950827798362,4.40070250581194,4.12104485337359,4.51504837865698
"17277965",5.46081032192292,5.57308199908881,5.27438763908938,5.12452737963529,5.54591125715694,5.77937739402144,5.5020078698819,5.69007955298008,5.31449396682937,5.36009003845965,5.6446018787744,5.43173371532728
"17526473",4.54236691097247,4.64012781828628,4.57158161378689,4.60976384440454,4.49288901708078,4.1428759134074,4.30270006643972,4.41275196485788,4.6735801730501,4.54755064033843,3.98633686245676,4.45744939705983
"17527923",5.2577933833716,4.9658753170062,5.36054400148393,5.25719510085626,5.18891580432294,4.85851429810414,5.07666960447964,5.02614560090565,5.25253647770142,5.06035088001641,5.11771281038762,4.93484868884694
"17476599",5.01263830428695,5.20103752086194,5.35836077464841,5.24718521578304,5.29007132585295,5.5198655209907,5.05293088672836,4.91879617479704,5.31445625396208,5.14220020342701,5.33763211586535,5.12653050264177
"17366988",5.0761781764142,4.79422406280546,5.07499774515113,5.17131886282069,4.55400494945733,5.22123864696539,5.06582685193546,5.22974597071686,5.18892266284856,4.81943627920037,5.11724600638593,5.01539328558899
"17288269",6.00327097879021,5.77865498013464,5.93890730730964,6.08110339790607,5.93869988913129,6.39411567827236,6.120683017616,5.66359909347091,5.70402186145568,6.01766737323282,6.25705442780714,6.10402614488142
